(0.0000, 0.0000)
(4.0000, 16.0000)

-4.0000, 16.0000
-3.9840, 15.8720
-3.9679, 15.7445
-3.9519, 15.6176
-3.9359, 15.4911
-3.9198, 15.3652
-3.9038, 15.2397
-3.8878, 15.1148
-3.8717, 14.9904
-3.8557, 14.8665
-3.8397, 14.7431
-3.8236, 14.6203
-3.8076, 14.4979
-3.7916, 14.3761
-3.7756, 14.2548
-3.7595, 14.1340
-3.7435, 14.0137
-3.7275, 13.8939
-3.7114, 13.7747
-3.6954, 13.6559
-3.6794, 13.5377
-3.6633, 13.4200
-3.6473, 13.3028
-3.6313, 13.1861
-3.6152, 13.0699
-3.5992, 12.9542
-3.5832, 12.8391
-3.5671, 12.7245
-3.5511, 12.6103
-3.5351, 12.4967
-3.5190, 12.3836
-3.5030, 12.2711
-3.4870, 12.1590
-3.4709, 12.0474
-3.4549, 11.9364
-3.4389, 11.8259
-3.4228, 11.7159
-3.4068, 11.6064
-3.3908, 11.4974
-3.3748, 11.3889
-3.3587, 11.2810
-3.3427, 11.1736
-3.3267, 11.0666
-3.3106, 10.9602
-3.2946, 10.8543
-3.2786, 10.7489
-3.2625, 10.6441
-3.2465, 10.5397
-3.2305, 10.4359
-3.2144, 10.3326
-3.1984, 10.2297
-3.1824, 10.1275
-3.1663, 10.0257
-3.1503, 9.9244
-3.1343, 9.8236
-3.1182, 9.7234
-3.1022, 9.6237
-3.0862, 9.5245
-3.0701, 9.4258
-3.0541, 9.3276
-3.0381, 9.2299
-3.0220, 9.1328
-3.0060, 9.0361
-2.9900, 8.9400
-2.9739, 8.8444
-2.9579, 8.7493
-2.9419, 8.6547
-2.9259, 8.5606
-2.9098, 8.4671
-2.8938, 8.3740
-2.8778, 8.2815
-2.8617, 8.1895
-2.8457, 8.0980
-2.8297, 8.0070
-2.8136, 7.9165
-2.7976, 7.8265
-2.7816, 7.7371
-2.7655, 7.6482
-2.7495, 7.5597
-2.7335, 7.4718
-2.7174, 7.3845
-2.7014, 7.2976
-2.6854, 7.2112
-2.6693, 7.1254
-2.6533, 7.0400
-2.6373, 6.9552
-2.6212, 6.8709
-2.6052, 6.7871
-2.5892, 6.7038
-2.5731, 6.6211
-2.5571, 6.5388
-2.5411, 6.4571
-2.5251, 6.3759
-2.5090, 6.2952
-2.4930, 6.2150
-2.4770, 6.1353
-2.4609, 6.0561
-2.4449, 5.9775
-2.4289, 5.8994
-2.4128, 5.8217
-2.3968, 5.7446
-2.3808, 5.6680
-2.3647, 5.5919
-2.3487, 5.5164
-2.3327, 5.4413
-2.3166, 5.3668
-2.3006, 5.2928
-2.2846, 5.2193
-2.2685, 5.1463
-2.2525, 5.0738
-2.2365, 5.0018
-2.2204, 4.9304
-2.2044, 4.8594
-2.1884, 4.7890
-2.1723, 4.7191
-2.1563, 4.6497
-2.1403, 4.5808
-2.1242, 4.5124
-2.1082, 4.4446
-2.0922, 4.3772
-2.0762, 4.3104
-2.0601, 4.2441
-2.0441, 4.1783
-2.0281, 4.1130
-2.0120, 4.0482
-1.9960, 3.9840
-1.9800, 3.9202
-1.9639, 3.8570
-1.9479, 3.7943
-1.9319, 3.7321
-1.9158, 3.6704
-1.8998, 3.6092
-1.8838, 3.5486
-1.8677, 3.4884
-1.8517, 3.4288
-1.8357, 3.3697
-1.8196, 3.3111
-1.8036, 3.2530
-1.7876, 3.1954
-1.7715, 3.1384
-1.7555, 3.0818
-1.7395, 3.0258
-1.7234, 2.9703
-1.7074, 2.9153
-1.6914, 2.8608
-1.6754, 2.8068
-1.6593, 2.7533
-1.6433, 2.7004
-1.6273, 2.6480
-1.6112, 2.5960
-1.5952, 2.5446
-1.5792, 2.4937
-1.5631, 2.4434
-1.5471, 2.3935
-1.5311, 2.3442
-1.5150, 2.2953
-1.4990, 2.2470
-1.4830, 2.1992
-1.4669, 2.1519
-1.4509, 2.1051
-1.4349, 2.0589
-1.4188, 2.0131
-1.4028, 1.9679
-1.3868, 1.9231
-1.3707, 1.8789
-1.3547, 1.8352
-1.3387, 1.7921
-1.3226, 1.7494
-1.3066, 1.7072
-1.2906, 1.6656
-1.2745, 1.6245
-1.2585, 1.5839
-1.2425, 1.5438
-1.2265, 1.5042
-1.2104, 1.4651
-1.1944, 1.4266
-1.1784, 1.3885
-1.1623, 1.3510
-1.1463, 1.3140
-1.1303, 1.2775
-1.1142, 1.2415
-1.0982, 1.2060
-1.0822, 1.1711
-1.0661, 1.1366
-1.0501, 1.1027
-1.0341, 1.0693
-1.0180, 1.0364
-1.0020, 1.0040
-0.9860, 0.9721
-0.9699, 0.9408
-0.9539, 0.9099
-0.9379, 0.8796
-0.9218, 0.8498
-0.9058, 0.8205
-0.8898, 0.7917
-0.8737, 0.7634
-0.8577, 0.7357
-0.8417, 0.7084
-0.8257, 0.6817
-0.8096, 0.6555
-0.7936, 0.6298
-0.7776, 0.6046
-0.7615, 0.5799
-0.7455, 0.5558
-0.7295, 0.5321
-0.7134, 0.5090
-0.6974, 0.4864
-0.6814, 0.4643
-0.6653, 0.4427
-0.6493, 0.4216
-0.6333, 0.4010
-0.6172, 0.3810
-0.6012, 0.3614
-0.5852, 0.3424
-0.5691, 0.3239
-0.5531, 0.3059
-0.5371, 0.2884
-0.5210, 0.2715
-0.5050, 0.2550
-0.4890, 0.2391
-0.4729, 0.2237
-0.4569, 0.2088
-0.4409, 0.1944
-0.4248, 0.1805
-0.4088, 0.1671
-0.3928, 0.1543
-0.3768, 0.1419
-0.3607, 0.1301
-0.3447, 0.1188
-0.3287, 0.1080
-0.3126, 0.0977
-0.2966, 0.0880
-0.2806, 0.0787
-0.2645, 0.0700
-0.2485, 0.0618
-0.2325, 0.0540
-0.2164, 0.0468
-0.2004, 0.0402
-0.1844, 0.0340
-0.1683, 0.0283
-0.1523, 0.0232
-0.1363, 0.0186
-0.1202, 0.0145
-0.1042, 0.0109
-0.0882, 0.0078
-0.0721, 0.0052
-0.0561, 0.0031
-0.0401, 0.0016
-0.0240, 0.0006
-0.0080, 0.0001
0.0080, 0.0001
0.0240, 0.0006
0.0401, 0.0016
0.0561, 0.0031
0.0721, 0.0052
0.0882, 0.0078
0.1042, 0.0109
0.1202, 0.0145
0.1363, 0.0186
0.1523, 0.0232
0.1683, 0.0283
0.1844, 0.0340
0.2004, 0.0402
0.2164, 0.0468
0.2325, 0.0540
0.2485, 0.0618
0.2645, 0.0700
0.2806, 0.0787
0.2966, 0.0880
0.3126, 0.0977
0.3287, 0.1080
0.3447, 0.1188
0.3607, 0.1301
0.3768, 0.1419
0.3928, 0.1543
0.4088, 0.1671
0.4248, 0.1805
0.4409, 0.1944
0.4569, 0.2088
0.4729, 0.2237
0.4890, 0.2391
0.5050, 0.2550
0.5210, 0.2715
0.5371, 0.2884
0.5531, 0.3059
0.5691, 0.3239
0.5852, 0.3424
0.6012, 0.3614
0.6172, 0.3810
0.6333, 0.4010
0.6493, 0.4216
0.6653, 0.4427
0.6814, 0.4643
0.6974, 0.4864
0.7134, 0.5090
0.7295, 0.5321
0.7455, 0.5558
0.7615, 0.5799
0.7776, 0.6046
0.7936, 0.6298
0.8096, 0.6555
0.8257, 0.6817
0.8417, 0.7084
0.8577, 0.7357
0.8737, 0.7634
0.8898, 0.7917
0.9058, 0.8205
0.9218, 0.8498
0.9379, 0.8796
0.9539, 0.9099
0.9699, 0.9408
0.9860, 0.9721
1.0020, 1.0040
1.0180, 1.0364
1.0341, 1.0693
1.0501, 1.1027
1.0661, 1.1366
1.0822, 1.1711
1.0982, 1.2060
1.1142, 1.2415
1.1303, 1.2775
1.1463, 1.3140
1.1623, 1.3510
1.1784, 1.3885
1.1944, 1.4266
1.2104, 1.4651
1.2265, 1.5042
1.2425, 1.5438
1.2585, 1.5839
1.2745, 1.6245
1.2906, 1.6656
1.3066, 1.7072
1.3226, 1.7494
1.3387, 1.7921
1.3547, 1.8352
1.3707, 1.8789
1.3868, 1.9231
1.4028, 1.9679
1.4188, 2.0131
1.4349, 2.0589
1.4509, 2.1051
1.4669, 2.1519
1.4830, 2.1992
1.4990, 2.2470
1.5150, 2.2953
1.5311, 2.3442
1.5471, 2.3935
1.5631, 2.4434
1.5792, 2.4937
1.5952, 2.5446
1.6112, 2.5960
1.6273, 2.6480
1.6433, 2.7004
1.6593, 2.7533
1.6754, 2.8068
1.6914, 2.8608
1.7074, 2.9153
1.7234, 2.9703
1.7395, 3.0258
1.7555, 3.0818
1.7715, 3.1384
1.7876, 3.1954
1.8036, 3.2530
1.8196, 3.3111
1.8357, 3.3697
1.8517, 3.4288
1.8677, 3.4884
1.8838, 3.5486
1.8998, 3.6092
1.9158, 3.6704
1.9319, 3.7321
1.9479, 3.7943
1.9639, 3.8570
1.9800, 3.9202
1.9960, 3.9840
2.0120, 4.0482
2.0281, 4.1130
2.0441, 4.1783
2.0601, 4.2441
2.0762, 4.3104
2.0922, 4.3772
2.1082, 4.4446
2.1242, 4.5124
2.1403, 4.5808
2.1563, 4.6497
2.1723, 4.7191
2.1884, 4.7890
2.2044, 4.8594
2.2204, 4.9304
2.2365, 5.0018
2.2525, 5.0738
2.2685, 5.1463
2.2846, 5.2193
2.3006, 5.2928
2.3166, 5.3668
2.3327, 5.4413
2.3487, 5.5164
2.3647, 5.5919
2.3808, 5.6680
2.3968, 5.7446
2.4128, 5.8217
2.4289, 5.8994
2.4449, 5.9775
2.4609, 6.0561
2.4770, 6.1353
2.4930, 6.2150
2.5090, 6.2952
2.5251, 6.3759
2.5411, 6.4571
2.5571, 6.5388
2.5731, 6.6211
2.5892, 6.7038
2.6052, 6.7871
2.6212, 6.8709
2.6373, 6.9552
2.6533, 7.0400
2.6693, 7.1254
2.6854, 7.2112
2.7014, 7.2976
2.7174, 7.3845
2.7335, 7.4718
2.7495, 7.5597
2.7655, 7.6482
2.7816, 7.7371
2.7976, 7.8265
2.8136, 7.9165
2.8297, 8.0070
2.8457, 8.0980
2.8617, 8.1895
2.8778, 8.2815
2.8938, 8.3740
2.9098, 8.4671
2.9259, 8.5606
2.9419, 8.6547
2.9579, 8.7493
2.9739, 8.8444
2.9900, 8.9400
3.0060, 9.0361
3.0220, 9.1328
3.0381, 9.2299
3.0541, 9.3276
3.0701, 9.4258
3.0862, 9.5245
3.1022, 9.6237
3.1182, 9.7234
3.1343, 9.8236
3.1503, 9.9244
3.1663, 10.0257
3.1824, 10.1275
3.1984, 10.2297
3.2144, 10.3326
3.2305, 10.4359
3.2465, 10.5397
3.2625, 10.6441
3.2786, 10.7489
3.2946, 10.8543
3.3106, 10.9602
3.3267, 11.0666
3.3427, 11.1736
3.3587, 11.2810
3.3748, 11.3889
3.3908, 11.4974
3.4068, 11.6064
3.4228, 11.7159
3.4389, 11.8259
3.4549, 11.9364
3.4709, 12.0474
3.4870, 12.1590
3.5030, 12.2711
3.5190, 12.3836
3.5351, 12.4967
3.5511, 12.6103
3.5671, 12.7245
3.5832, 12.8391
3.5992, 12.9542
3.6152, 13.0699
